date contrôle	N° nationnal	race	nom	n° de travail	n° lactation	n° contrôle	lait	%	tb	tp	etat	leucocyte	date vélâge	jours depuis vélâge	lait depuis vélaĝe	tb	tp	lait standard depuis vélaĝe
02/09/2013	FR1735138728	56	FIUME 	8728	1	10						  	12/10/2012 	0	0	0	0	0
02/09/2013	FR1735138741	56	FATMA 	8741	1	10						  	02/10/2012 	0	0	0	0	0
02/09/2013	FR1735138745	56	FABIOLA 	8745	1	10						  	28/09/2012 	0	0	0	0	0
02/09/2013	FR1735138771	56	FAUVETTE 	8771	1							  	06/11/2012 	0	0	0	0	0
02/09/2013	FR1735138689	56	ESSENCE 	8689	1	10	13,4		42,5	33,8		62	03/10/2012 	0	0	0	0	0
02/09/2013	FR1735138759	56	FIFI 	8759	1	8	10,6		42,1	32,8		66	13/12/2012 	0	0	0	0	0
02/09/2013	FR1735138780	56	GEORGIE 	8780	1	7	11,8		42,3	32		100	22/01/2013 	0	0	0	0	0
02/09/2013	FR1735138753	56	FILANTE 	8753	1	1	21,2		36,4	31,4		102	29/07/2013 	0	0	0	0	0
02/09/2013	FR1735138687	56	EVA 	8687	2	5	16,6		43,4	35,2		104	25/03/2013 	0	0	0	0	0
02/09/2013	FR1735138692	56	ELECTRA 	8692	2	7	10,8		42,4	36,4		107	04/01/2013 	0	0	0	0	0
02/09/2013	FR1735138656	56	DORA 	8656	3	5	17,2		41,1	35,4		108	12/03/2013 	0	0	0	0	0
02/09/2013	FR1735138768	56	FOGGIA 	8768	1	7	13,2		43,9	35,8		119	05/01/2013 	0	0	0	0	0
02/09/2013	FR1735138748	56	FRIVOLE 	8748	1	8	11		46,1	37,6		120	08/12/2012 	0	0	0	0	0
02/09/2013	FR1735138652	56	DROME 	8652	3	4	21,4		42,7	30,2		122	14/04/2013 	0	0	0	0	0
02/09/2013	FR1735138641	56	DEXTROSE 	8641	3	1	25		39,1	30,5		123	22/07/2013 	0	0	0	0	0
02/09/2013	FR1735138587	56	CLAQUETTE 	8587	4	5	18,2	- 	37,5	31,9		129	05/03/2013 	0	0	0	0	0
02/09/2013	FR1735138701	56	ELIANE 	8701	2	6	16,6		38,7	34		134	07/02/2013 	0	0	0	0	0
02/09/2013	FR1735138536	56	CYSTEINE 	8536	5	1	30		40,9	28,3		139	22/07/2013 	0	0	0	0	0
02/09/2013	FR1735138763	56	FIDJI 	8763	1	7	12	- 	38,9	33,7		146	10/01/2013 	0	0	0	0	0
02/09/2013	FR1735138582	56	CHALOSSE 	8582	4	7	19,2		39,4	34,6		150	13/01/2013 	0	0	0	0	0
02/09/2013	FR1735138762	56	FREGATE 	8762	1	8	14		40	34		155	10/12/2012 	0	0	0	0	0
02/09/2013	FR1735138766	56	FLECHE 	8766	1	8	10,6		45,2	36,6		165	21/12/2012 	0	0	0	0	0
02/09/2013	FR1735138637	56	DOUCEUR 	8637	3	5	18,6		42,6	34,4		167	05/03/2013 	0	0	0	0	0
02/09/2013	FR1735138777	56	FIERTE 	8777	1	7	9,6		47	34,8		175	18/01/2013 	0	0	0	0	0
02/09/2013	FR1735138629	56	DOROTHEE 	8629	3	6	17		37,3	32,9		192	23/02/2013 	0	0	0	0	0
02/09/2013	FR1735138749	56	FOURMI 	8749	1	8	15,4		36,3	34,9		194	02/12/2012 	0	0	0	0	0
02/09/2013	FR1735138606	56	DEBBIE 	8606	3	7	17		42,5	31,7		195	27/01/2013 	0	0	0	0	0
02/09/2013	FR1735138676	56	EVE 	8676	2	8	13,6		37,1	31,2		195	07/12/2012 	0	0	0	0	0
02/09/2013	FR1735138783	56	GUIPURE 	8783	1	6	13,4		38,6	29,5		211	14/02/2013 	0	0	0	0	0
02/09/2013	FR1735138664	56	EUROPE 	8664	2	10	13,2		43,5	37,8		225	26/09/2012 	0	0	0	0	0
02/09/2013	FR1735138368	56	VIBRAYE 	8368	7	7	18,4		38,2	34,9		237	22/01/2013 	0	0	0	0	0
02/09/2013	FR1735138492	56	BRIVE 	8492	5	6	13,4		34,9	37		261	04/02/2013 	0	0	0	0	0
02/09/2013	FR1735138466	56	ALSACE 	8466	5	9	10		46,4	40		273	25/11/2012 	0	0	0	0	0
02/09/2013	FR1735138657	56	DJELLABA 	8657	3	4	12,8		40,2	34,4		392	03/04/2013 	0	0	0	0	0
02/09/2013	FR1735138648	56	DUCHESSE 	8648	3	5	17,4		39,5	34,2		979	16/03/2013 	0	0	0	0	0
02/09/2013	FR1735138599	56	CONCHITA 	8599	3	6	16,4		32,6	34,6		1058	07/02/2013 	0	0	0	0	0
02/09/2013	FR1735138643	56	DEAUVILLE 	8643	3	3	21,6	- 	28,9	32,4		1248	06/05/2013 	0	0	0	0	0
02/09/2013	FR1735138572	56	CORALIE 	8572	4	1	22		39,2	36,1		1762	06/08/2013 	0	0	0	0	0
02/01/2014	FR1735138368 	56	VIBRAYE 	8368	0							  		0	0	0	0	0
02/01/2014	FR1735138466 	56	ALSACE 	8466	6	2	35,8	+ 	40,5	31,7	M 	1381	20/11/2013 	44	1528	42,4	34,7	1682
02/01/2014	FR1735138492 	56	BRIVE 	8492	0							  		0	0	0	0	0
02/01/2014	FR1735138508 	56	BULGARIE 	8508	6	4	24,8		40,1	41,1	M 	550	02/09/2013 	123	3436	41,1	37,6	3862
02/01/2014	FR1735138536 	56	CYSTEINE 	8536	5	5	24,8		40,8	34,9	S 	165	22/07/2013 	165	4624	40,2	31,6	4744
02/01/2014	FR1735138555 	56	CATHEDRALE 	8555	5	2	26,4	- 	32,9	38,7	D 	455	30/10/2013 	65	2140	38,8	33,2	2201
02/01/2014	FR1735138561 	56	CORDOUE 	8561	5	2	37,8	- 	44,7	30,7	S 	237	04/11/2013 	60	2596	44,9	32	2852
02/01/2014	FR1735138572 	56	CORALIE 	8572	4	5	20,6		42,9	38,1	D 	473	06/08/2013 	150	3541	42,1	37,9	4051
02/01/2014	FR1735138580 	56	CAULERPA 	8580	4	4	25,8		41,4	37,4	S 	47	17/09/2013 	108	3086	45,6	37,7	3670
02/01/2014	FR1735138582 	56	CHALOSSE 	8582	5							  	01/01/2014 	0	0	0	0	0
02/01/2014	FR1735138587 	56	CLAQUETTE 	8587	4	9					S 	  	05/03/2013 	289	7114	37,5	32,1	7078
02/01/2014	FR1735138599 	56	CONCHITA 	8599	3						M 	  	07/02/2013 	285	5987	33,9	33,3	5750
02/01/2014	FR1735138606 	56	DEBBIE 	8606	3	11	18		44,7	35,6	D 	170	27/01/2013 	341	8353	37,7	32	8320
02/01/2014	FR1735138621 	56	DALLAS 	8621	3	3	29,8		38,8	35,5	D 	33	27/10/2013 	68	2129	38	38,6	2331
02/01/2014	FR1735138629 	56	DOROTHEE 	8629	3	10					D 	  	23/02/2013 	299	6622	40,3	33,3	6968
02/01/2014	FR1735138630 	56	DEBACLE 	8630	3	3	30,6		42,4	34,7	D 	516	14/10/2013 	81	2441	45	33,9	2752
02/01/2014	FR1735138637 	56	DOUCEUR 	8637	3	9	15		43,4	39,2	D 	291	05/03/2013 	304	7215	39,7	33,1	7494
02/01/2014	FR1735138641 	56	DEXTROSE 	8641	3	5	23,8		45	38,2	S 	258	22/07/2013 	165	4178	42,6	34,9	4625
02/01/2014	FR1735138643 	56	DEAUVILLE 	8643	0							  		0	0	0	0	0
02/01/2014	FR1735138648 	56	DUCHESSE 	8648	3	9	18,2		46,3	39	M 	131	16/03/2013 	293	6768	39,6	34,6	7177
02/01/2014	FR1735138652 	56	DROME 	8652	0							  		0	0	0	0	0
02/01/2014	FR1735138656 	56	DORA 	8656	0							  		0	0	0	0	0
02/01/2014	FR1735138657 	56	DJELLABA 	8657	0							  		0	0	0	0	0
02/01/2014	FR1735138662 	56	DOUMA 	8662	3	4	24,4		37	36,7	D 	541	28/08/2013 	128	3537	40,9	35,1	3840
02/01/2014	FR1735138664 	56	EUROPE 	8664	2	14					M 	  	26/09/2012 	449	8828	44,8	36,6	10274
02/01/2014	FR1735138666 	56	EPOPEE 	8666	3	4	26,4		39,2	35,2	S 	158	09/09/2013 	116	3339	38,8	33,5	3450
02/01/2014	FR1735138670 	56	EMILIE 	8670	3	3	21		36,3	35,4	M 	2986	26/09/2013 	99	2349	36,4	36,8	2457
02/01/2014	FR1735138674 	56	ENIMIE 	8674	3	1	36		30,2	28		293	29/11/2013 	35	1260	30,2	28	1047
02/01/2014	FR1735138676 	56	EVE 	8676	3							  	01/01/2014 	0	0	0	0	0
02/01/2014	FR1735138687 	56	EVA 	8687	2	9	19,2		45,4	39,9	S 	128	25/03/2013 	284	6546	42,1	35,9	7287
02/01/2014	FR1735138689 	56	ESSENCE 	8689	2	1	31,6		36,8	34,9		61	22/12/2013 	12	379	36,8	34,9	388
02/01/2014	FR1735138690 	56	ESTANCIA 	8690	3	3	28,2	+ 	47,4	34	S 	86	13/10/2013 	82	2235	49,2	35	2687
02/01/2014	FR1735138692 	56	ELECTRA 	8692	2						S 	  	04/01/2013 	319	5240	41,2	34,5	5664
02/01/2014	FR1735138701 	56	ELIANE 	8701	2	10	14,6		46,9	37,8	S 	171	07/02/2013 	330	7370	38,2	32,2	7412
02/01/2014	FR1735138709 	56	ESTONIE 	8709	2	3	27		39,4	36,2	S 	20	28/09/2013 	97	2805	41	35,5	3064
02/01/2014	FR1735138728 	56	FIUME 	8728	2	3	22,4		39	33,3	S 	127	14/10/2013 	81	2081	40,9	33	2195
02/01/2014	FR1735138741 	56	FATMA 	8741	2	3	27		36,7	33,9	D 	343	05/10/2013 	90	2339	41,8	34,2	2541
02/01/2014	FR1735138745 	56	FABIOLA 	8745	2	4	21,6		45,7	36,5	S 	55	07/09/2013 	118	2793	40,4	36,1	3051
02/01/2014	FR1735138748 	56	FRIVOLE 	8748	1						S 	  	08/12/2012 	346	5446	44,1	35,1	6155
02/01/2014	FR1735138749 	56	FOURMI 	8749	1	12	17,6		38,1	39,1	S 	182	02/12/2012 	397	7946	37,7	33,1	8032
02/01/2014	FR1735138753 	56	FILANTE 	8753	1	5	19,6	+ 	48,3	37	S 	131	29/07/2013 	158	3355	38,2	34,5	3482
02/01/2014	FR1735138759 	56	FIFI 	8759	2	1	27		34,5	31,2		50	29/11/2013 	35	945	34,5	31,2	887
02/01/2014	FR1735138762 	56	FREGATE 	8762	2	1	32,8		33,4	35,5		39	03/12/2013 	31	1017	33,4	35,5	1001
02/01/2014	FR1735138763 	56	FIDJI 	8763	2	1	27,2		39,5	36,4		47	20/12/2013 	14	381	39,5	36,4	412
02/01/2014	FR1735138766 	56	FLECHE 	8766	1	12	10		53,6	42,5	S 	212	21/12/2012 	378	5951	40,1	34,2	6317
02/01/2014	FR1735138767 	56	FATIMA 	8767	1	2	26,4	+ 	47	35	S 	173	16/11/2013 	48	1247	47	37,3	1501
02/01/2014	FR1735138768 	56	FOGGIA 	8768	1	11	15,2		49,3	39	S 	104	05/01/2013 	363	6235	43	34,3	6885
02/01/2014	FR1735138769 	56	FLANDRE 	8769	1	1	21		45,2	36	D 	1389	20/12/2013 	14	294	45,2	36	341
02/01/2014	FR1735138771 	56	FAUVETTE 	8771	2							  	10/10/2013 	0	0	0	0	0
02/01/2014	FR1735138776 	56	FRILEUSE 	8776	1	11	15,2		45,8	37,7	S 	96	25/01/2013 	343	5722	39,2	33,7	5961
02/01/2014	FR1735138777 	56	FIERTE 	8777	2	1						  	24/11/2013 	0	0	0	0	0
02/01/2014	FR1735138778 	56	FLUVIALE 	8778	1	11	13,6		53,7	37,2	S 	137	19/01/2013 	349	6349	39,5	32,2	6497
02/01/2014	FR1735138780 	56	GEORGIE 	8780	2	1	20,6		40,4	38,1		75	23/12/2013 	11	227	40,4	38,1	254
02/01/2014	FR1735138781 	56	GUIMAUVE 	8781	1						S 	  	27/01/2013 	296	4957	41,4	32,2	5218
02/01/2014	FR1735138782 	56	GILDA 	8782	1	1	28,8		39,1	31,3		84	05/12/2013 	29	835	39,1	31,3	840
02/01/2014	FR1735138783 	56	GUIPURE 	8783	1	10	16,4		46,9	33,6	S 	107	14/02/2013 	323	5772	38	29,6	5580
02/01/2014	FR1735138788 	56	GERMANIE 	8788	1	3	14,8	- 	43,5	34,2	D 	4194	13/09/2013 	112	1999	43,4	35,5	2251
02/01/2014	FR1735138790 	56	GRAVURE 	8790	1	1	15,4		41,3	34,5		37	20/10/2013 	75	1155	41,3	34,5	1250
02/01/2014	FR1735138797 	56	GLIERE 	8797	1	2	32	+ 	36,1	34,3	S 	29	19/11/2013 	45	1367	40,9	35,9	1498
02/01/2014	FR1735138801 	56	GROZNYI 	8801	1	3	26,2		38,9	33,9	S 	210	30/09/2013 	95	2904	37,2	31,9	2867
02/01/2014	FR1735138804 	56	GRECE 	8804	1	1	26,4		33,1	32,7		101	17/12/2013 	17	449	33,1	32,7	422
02/01/2014	FR1735138808 	56	GRIVE 	8808	1	3	24	+ 	39,7	34,8	S 	50	23/10/2013 	72	1655	38,1	35,7	1745
02/01/2014	FR1735138811 	56	GELA 	8811	1	2	21	+ 	42,4	35,2	D 	177	14/11/2013 	50	1022	42,4	36,7	1154
02/01/2014	FR1735138815 	56	GARONNE 	8815	1	2	19,4		35,7	31,3	D 	64	20/11/2013 	44	854	38,8	32,4	870
02/01/2014	FR1735138821 	56	GALICE 	8821	1	2	23,2	+ 	35,7	31,9	D 	41	23/11/2013 	41	893	35,8	35,3	907
02/01/2014	FR1735138825 	56	GUYANNE 	8825	1	2	23,8		36,2	33,2	S 	39	14/11/2013 	50	1233	39,3	33,8	1287
02/01/2014	FR1735138833 	56	GIROFLEE 	8833	1	1	21,6		34,7	33,2	D 	1365	05/12/2013 	29	626	34,7	33,2	608
23/02/2014	FR1735138587	56	CLAQUETTE 	8587	4						S 	  	05/03/2013 	289	7114	37,5	32,1	7078
23/02/2014	FR1735138599	56	CONCHITA 	8599	3						M 	  	07/02/2013 	285	5987	33,9	33,3	5750
23/02/2014	FR1735138629	56	DOROTHEE 	8629	3						D 	  	23/02/2013 	299	6622	40,3	33,3	6968
23/02/2014	FR1735138648	56	DUCHESSE 	8648	3	10					M 	  	16/03/2013 	307	7022	39,8	34,8	7487
23/02/2014	FR1735138664	56	EUROPE 	8664	2						M 	  	26/09/2012 	449	8828	44,8	36,6	10274
23/02/2014	FR1735138771	56	FAUVETTE 	8771	0							  		0	0	0	0	0
23/02/2014	FR1735138766	56	FLECHE 	8766	1	13					S 	  	21/12/2012 	392	6091	40,4	34,4	6508
23/02/2014	FR1735138777	56	FIERTE 	8777	0							  		0	0	0	0	0
23/02/2014	FR1735138776	56	FRILEUSE 	8776	1	12					S 	  	25/01/2013 	357	5935	39,4	33,9	6217
23/02/2014	FR1735138845	56	GAZETTE 	8845	1							  	05/02/2014 	0	0	0	0	0
23/02/2014	FR1735138763	56	FIDJI 	8763	2	2	29,2	+ 	42,6	31,9	S 	26	20/12/2013 	49	1368	40,6	34,7	1472
23/02/2014	FR1735138689	56	ESSENCE 	8689	2	2	29,8		38	31,1	S 	29	22/12/2013 	47	1454	37,2	33,5	1470
23/02/2014	FR1735138780	56	GEORGIE 	8780	2	2	21,6	+ 	45	36,3	S 	34	23/12/2013 	46	965	42,2	37,4	1097
23/02/2014	FR1735138692	56	ELECTRA 	8692	3	1	24,6		39,5	36,7		36	18/01/2014 	20	492	39,5	36,7	535
23/02/2014	FR1735138792	56	GRANVILLE 	8792	1	1	24,8		40,7	35,4		44	19/01/2014 	19	471	40,7	35,4	512
23/02/2014	FR1735138745	56	FABIOLA 	8745	2	5	25,2	+ 	42,3	37,8	S 	45	07/09/2013 	153	3612	41,2	36,3	4001
23/02/2014	FR1735138821	56	GALICE 	8821	1	3	23,8	+ 	38,3	33,4	D 	45	23/11/2013 	76	1715	36,4	34,1	1725
23/02/2014	FR1735138815	56	GARONNE 	8815	1	3	19,8	+ 	38,1	32,6	D 	45	20/11/2013 	79	1540	38	32,2	1544
23/02/2014	FR1735138825	56	GUYANNE 	8825	1	3	26,4	+ 	37,8	35	S 	51	14/11/2013 	85	2111	38,4	33,9	2180
23/02/2014	FR1735138808	56	GRIVE 	8808	1	4	23,8		39,6	35,7	S 	57	23/10/2013 	107	2492	38,6	35,6	2641
23/02/2014	FR1735138709	56	ESTONIE 	8709	2	4	25,6		40,9	36,9	S 	65	28/09/2013 	132	3726	40,8	35,7	4072
23/02/2014	FR1735138790	56	GRAVURE 	8790	1	2	17,8	+ 	39,9	33,3	S 	65	20/10/2013 	110	1736	41	34,3	1868
23/02/2014	FR1735138621	56	DALLAS 	8621	3	4	28,8		38,8	37,4	D 	79	27/10/2013 	103	3155	38,3	37,9	3434
23/02/2014	FR1735138749	56	FOURMI 	8749	1	13	18		37,1	39	S 	79	02/12/2012 	432	8569	37,7	33,5	8715
23/02/2014	FR1735138768	56	FOGGIA 	8768	1	12	15		50,7	39,3	S 	84	05/01/2013 	398	6763	43,6	34,6	7558
23/02/2014	FR1735138833	56	GIROFLEE 	8833	1	2	19,6		38,7	30,4	D 	84	05/12/2013 	64	1347	35,8	32,5	1314
23/02/2014	FR1735138804	56	GRECE 	8804	1	2	29,4	+ 	36,6	31,6	S 	87	17/12/2013 	52	1425	34,4	32,3	1357
23/02/2014	FR1735138753	56	FILANTE 	8753	1	6	20,2	+ 	45	38,3	S 	93	29/07/2013 	193	4052	39,6	35	4321
23/02/2014	FR1735138582	56	CHALOSSE 	8582	5	1	42,2		40,1	33		101	01/01/2014 	37	1561	40,1	33	1630
23/02/2014	FR1735138797	56	GLIERE 	8797	1	3	31,8		35,4	34,2	S 	105	19/11/2013 	80	2483	38,6	35,2	2617
23/02/2014	FR1735138580	56	CAULERPA 	8580	4	5	25		41,8	38,6	S 	107	17/09/2013 	143	3975	44,7	37,7	4680
23/02/2014	FR1735138728	56	FIUME 	8728	2	4	21,2		40,3	34	S 	115	14/10/2013 	116	2844	40,5	33,2	2994
23/02/2014	FR1735138741	56	FATMA 	8741	2	4	27,2	+ 	40,5	36	D 	131	05/10/2013 	125	3288	40,9	34,4	3537
23/02/2014	FR1735138687	56	EVA 	8687	2	10	18,4		47,2	42	S 	138	25/03/2013 	319	7204	42,5	36,3	8105
23/02/2014	FR1735138767	56	FATIMA 	8767	1	3	27,2	+ 	42	36,2	S 	140	16/11/2013 	83	2185	45,9	36,6	2574
23/02/2014	FR1735138759	56	FIFI 	8759	2	2	28,2	+ 	35,7	33,1	S 	146	29/11/2013 	70	1911	34,8	31,7	1815
23/02/2014	FR1735138690	56	ESTANCIA 	8690	3	4	24,8		41,2	33,9	S 	158	13/10/2013 	117	3162	47,8	34,7	3725
23/02/2014	FR1735138783	56	GUIPURE 	8783	1	11	17,2		46,3	33,9	S 	174	14/02/2013 	358	6360	38,8	30	6254
23/02/2014	FR1735138606	56	DEBBIE 	8606	3	12	18,6		44,9	36,2	D 	183	27/01/2013 	376	8993	38,2	32,3	9058
23/02/2014	FR1735138762	56	FREGATE 	8762	2	2	32		40,8	35,8	S 	199	03/12/2013 	66	2151	35,3	35,6	2178
23/02/2014	FR1735138701	56	ELIANE 	8701	2	11	11		49,2	40,1	S 	237	07/02/2013 	365	7818	38,8	32,6	7968
23/02/2014	FR1735138536	56	CYSTEINE 	8536	5	6	22,4		41,6	36,4	S 	240	22/07/2013 	200	5450	40,3	32,2	5651
23/02/2014	FR1735138662	56	DOUMA 	8662	3	5	21,4		38,7	39	D 	262	28/08/2013 	163	4339	40,3	35,6	4705
23/02/2014	FR1735138674	56	ENIMIE 	8674	3	2	32,4		29,7	28,4	S 	277	29/11/2013 	70	2457	30,1	28,1	2041
23/02/2014	FR1735138555	56	CATHEDRALE 	8555	5	3	32	+ 	44,6	36,5	D 	281	30/10/2013 	100	3162	39	34,6	3322
23/02/2014	FR1735138778	56	FLUVIALE 	8778	1	12	15,2		51,4	40,2	D 	329	19/01/2013 	384	6853	40,4	32,6	7154
23/02/2014	FR1735138508	56	BULGARIE 	8508	6	5	25,4	+ 	39,5	40,6	M 	351	02/09/2013 	158	4314	40,8	38,3	4875
23/02/2014	FR1735138676	56	EVE 	8676	3	1	36,6		34,1	31	D 	371	01/01/2014 	37	1354	34,1	31	1260
23/02/2014	FR1735138769	56	FLANDRE 	8769	1	2	22,4	+ 	40	30	D 	406	20/12/2013 	49	1054	43,2	33,8	1160
23/02/2014	FR1735138641	56	DEXTROSE 	8641	3	6	22,6		47,9	39,8	D 	496	22/07/2013 	200	4990	43,2	35,5	5615
23/02/2014	FR1735138811	56	GELA 	8811	1	3	20,2		40,3	34,2	D 	503	14/11/2013 	85	1743	41,9	35,9	1937
23/02/2014	FR1735138666	56	EPOPEE 	8666	3	5	24,6		37,1	35,9	D 	797	09/09/2013 	151	4231	38,7	33,9	4390
23/02/2014	FR1735138781	56	GUIMAUVE 	8781	2	1	24,2		43,5	34,5	D 	928	03/01/2014 	35	847	43,5	34,5	944
23/02/2014	FR1735138670	56	EMILIE 	8670	3	4	21,2	+ 	33,9	35,7	M 	949	26/09/2013 	134	3087	36,1	36,5	3202
23/02/2014	FR1735138637	56	DOUCEUR 	8637	3	10	13,4		46,2	40,9	D 	997	05/03/2013 	339	7712	40	33,5	8097
23/02/2014	FR1735138788	56	GERMANIE 	8788	1	4	14,8		43,7	39,8	M 	1124	13/09/2013 	147	2517	43,4	35,8	2847
23/02/2014	FR1735138630	56	DEBACLE 	8630	3	4	31,2	+ 	42,4	34,4	D 	1733	14/10/2013 	116	3523	44,2	34,1	3941
23/02/2014	FR1735138782	56	GILDA 	8782	1	2	30,4	+ 	36,2	32,7	D 	1862	05/12/2013 	64	1871	38,3	31,7	1870
23/02/2014	FR1735138748	56	FRIVOLE 	8748	2	1	24		39	36,9	D 	2620	13/01/2014 	25	600	39	36,9	651
23/02/2014	FR1735138466	56	ALSACE 	8466	6	3	29,8		38,6	34,6	M 	4784	20/11/2013 	79	2676	41,2	34	2874
23/02/2014	FR1735138572	56	CORALIE 	8572	4	6	17,4		48,2	39,8	M 	8415	06/08/2013 	185	4206	42,6	38,1	4850
23/02/2014	FR1735138561	56	CORDOUE 	8561	5	3	17,6	- 	59,5	27,9	D 	8599	04/11/2013 	95	3565	46,1	31,4	3950
23/02/2014	FR1735138801	56	GROZNYI 	8801	1	4	19,4	- 	45	36,6	D 	9999	30/09/2013 	130	3702	38,1	32,6	3740
